,Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity,Price_Updated,BHK_2
723,6800000,3,3,2,nan,nan,96,Realty Guru,Premium Builder Floors,1 (Out of 4 Floors),Resale,Ready to Move,0,"Defence Colony, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,,₹68.0 Lac,3 
724,5800000,2,2,nan,1,nan,1000,Delhi Development Authority DDA,DDA LIG Flats,2 (Out of 2 Floors),Resale,Ready to Move,0,"Shahdara, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹58.0 Lac,2 
725,12500000,3,3,3,1,1,1050,,,3 (Out of 5 Floors),Resale,Ready to Move,0,"Plot no 28 Bhawani Kunj Vasant Kunj New Delhi, Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Marbonite",24 Hours Available,No/Rare Powercut,₹1.25 Cr, 1350 Sq-ft  3 
726,15000000,3,3,3,3,1,1440,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"WZ106 126, Rajouri Garden Extension, New Delhi., Rajouri Garden Extension, New Delhi - West, Delhi NCR",Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.50 Cr, 1550 Sq-ft  3 
727,5100000,2,2,2,nan,nan,675,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Pahar Ganj, New Delhi - Central, Delhi NCR",Unfurnished,,2 Hours Available,No/Rare Powercut,₹51.0 Lac,2 
728,2250000,2,2,2,1,1,521,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Vani vihar Uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹22.5 Lac, 550 Sq-ft  2 
729,3200000,2,2,2,1,nan,630,,,1 (Out of 3 Floors),Resale,Ready to Move,0,"Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,24 Hours Available,No/Rare Powercut,₹32.0 Lac,2 
730,50000000,3,3,2,1,nan,1050,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"House no 76 Left Side Block A Malviya Nagar New Delhi, Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹5.0 Cr,3 
731,5500000,2,2,2,nan,nan,800,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Jeevan Park, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,,₹55.0 Lac,2 
732,4600000,3,3,2,nan,1,980,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam Nagar, New Delhi - West, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹46.0 Lac, 1200 Sq-ft  3 
733,12500000,3,3,3,1,nan,1590,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"A111 Second Floor Front Side Janakpuri New Delhi58., Janakpuri, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,,₹1.25 Cr,3 
734,24000000,3,3,5,1,nan,2300,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Dakshini Pitampura, New Delhi - West, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.40 Cr, 2200 Sq-ft  3 
735,21200000,3,3,3,nan,nan,1250,Delhi Development Authority DDA,DDA Green Valley Apartments,Ground (Out of 4 Floors),Resale,Ready to Move,0,"B3B61A, Janakpuri, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,,₹2.12 Cr,3 
736,8500000,3,3,2,nan,nan,900,Cooperative Group Housing Society,Hari Enclave,1 (Out of 4 Floors),Resale,Ready to Move,0,"Hari Nagar, Hari Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹85.0 Lac,3 
737,29000000,3,3,2,4,nan,892,Unity Group,Unity the Amaryllis,4 (Out of 12 Floors),New Property,Ready to Move,0,"10-a., Karol Bagh, New Delhi - Central, Delhi NCR",Semi-Furnished,"Wooden, Ceramic Tiles",,,₹2.90 Cr,3 
738,23100000,3,3,3,1,nan,1300,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Outram Lines, New Delhi - North, Delhi NCR",Unfurnished,Marble,,,₹2.31 Cr,3 
739,7900000,2,2,2,nan,nan,900,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"7 15    2nd floor subhash nagar, Subhash Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,6 Hours Available,No/Rare Powercut,₹79.0 Lac,2 
740,4500000,3,3,2,1,nan,810,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"E-90, uttam nagar west, baludhyan road, new delhi., Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",,,₹45.0 Lac,3 
741,85000000,3,3,4,1,nan,3500,,,,Resale,Ready to Move,0,"Villa no. 32 B Empire Estate Sultanpur New Delhi, Sultanpur, New Delhi - South, Delhi NCR",Furnished,"Wooden, Marble",,,₹8.50 Cr,3 
742,3200000,2,2,2,1,nan,52,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"C14 Mansa Ram Park Pillar no 750 Uttam Nagar, Mansa Ram Park, New Delhi - West, Delhi NCR",Semi-Furnished,Granite,24 Hours Available,No/Rare Powercut,₹32.0 Lac,2 
743,13500000,3,3,3,nan,nan,1150,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"A180 1 Second floor Fateh Nagar New Delhi, Fateh Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.35 Cr,3 
744,8000000,2,2,2,nan,nan,77,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Subhash Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹80.0 Lac,2 
745,12000000,2,2,2,nan,nan,900,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"House no 5B Block 2 Jangpura A New Delhi, Jangpura A, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.20 Cr,2 
746,9200000,2,2,nan,nan,nan,750,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"Pocket H18, Flat no 7, Lotus APartment, Sector 7, Rohini, Sector 7 Rohini, New Delhi - Rohini, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹92.0 Lac, 800 Sq-ft  2 
747,21000000,3,3,3,1,nan,2050,Delhi Development Authority DDA,DDA Taj View Apartment,3 (Out of 4 Floors),Resale,Ready to Move,0,"160 SFS DDA Taj View Apartment Sec 22  Pocket 1, Dwarka Sector 22, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Vitrified, Marble",,,₹2.10 Cr,3 
748,10000000,2,2,2,nan,nan,930,Shivansh Infratech Pvt. Ltd.,Vishal Apartment,Ground (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹1.0 Cr,2 
749,88500000,3,3,4,2,2,1650,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"House no 31 Block 2 Shanti Niketan New Delhi, Shanti Niketan, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹8.85 Cr,3 
750,4200000,2,2,nan,nan,nan,42,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"House No. 508 Ground Floor* *Paschim Puri Pocket 1* *New Delhi 110063*, Paschimpuri, New Delhi - West, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹42.0 Lac,2 
751,3500000,3,3,2,1,nan,75,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"Vani Vihar O-Block Extn Uttam Nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,,₹35.0 Lac,3 
752,10500000,3,3,nan,1,nan,1000,Delhi Development Authority DDA,DDA Shiva Apartments,3 (Out of 3 Floors),Resale,Ready to Move,0,"Rohini Sector 4, Sector 4 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.05 Cr,3 
753,18000000,3,3,2,nan,nan,1200,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Flat no. 05 DDA Flats Pocket L Sarita Vihar New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.80 Cr, 1500 Sq-ft  3 
754,3000000,2,2,nan,nan,nan,665,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"83-84A  2nd FLOOR JAIN ROAD  DWARKA MORE, Dwaraka More, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut,₹30.0 Lac,2 
755,6200000,3,3,2,nan,nan,900,,,2 (Out of 2 Floors),Resale,Ready to Move,0,"87-A, Lane number-5, East Laxmi Market, Laxmi Nagar, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,,₹62.0 Lac,3 
756,21500000,2,2,2,2,nan,900,Cooperative Group Housing Society,Narmada Apartment,2 (Out of 2 Floors),Resale,Ready to Move,0,"Narmada Apartment, Alaknanda, New Delhi, Alaknanda, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.15 Cr,2 
757,5000000,2,2,nan,1,nan,495,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"T-Block, Rajouri Garden, New Delhi, Rajouri Garden, New Delhi - West, Delhi NCR",Furnished,Marble,,,₹50.0 Lac,2 
758,9700000,2,2,2,1,nan,1200,,,1 (Out of 2 Floors),Resale,Ready to Move,0,"B-824., GD Colony, New Delhi - East, Delhi NCR",Unfurnished,"Mosaic, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹97.0 Lac,2 
759,3600000,2,2,2,1,nan,63,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Vishwas Park Uttam Nagar, Near Aakash hospital, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,,,,₹36.0 Lac,2 
760,4200000,2,2,2,nan,1,60,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"wz-495A1, Gali No-1, Raj Nagar Part 1 Near Railway Fatak Plam New Delhi-110077, Raj Nagar 1, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut,₹42.0 Lac,2 
761,27500000,3,3,3,1,2,1650,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"C-12 west portion rana pratap bagh., Rana Pratap Bagh, New Delhi - North, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,₹2.75 Cr,3 
762,8100000,2,2,nan,1,nan,50,,,Ground (Out of 1 Floors),Resale,Ready to Move,0,"Kiran Garden, New Delhi - West, Delhi NCR",Unfurnished,Marble,,,₹81.0 Lac,2 
763,8900000,2,2,2,nan,1,1000,Delhi Development Authority DDA,DDA Flats Pocket 5,3 (Out of 3 Floors),Resale,Ready to Move,0,"MIG DDA Flats pocket 5 Mayur vihar phase 3, Mayur Vihar 3, New Delhi - East, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut,₹89.0 Lac,2 
764,16000000,3,3,2,1,nan,1400,,,2 (Out of 2 Floors),Resale,Ready to Move,0,"284, 2nd Floor, Shakti Nagar, New Delhi - North, Delhi NCR",Furnished,,,,₹1.60 Cr, 1400 Sq-ft  3 
765,5550000,3,3,2,nan,nan,850,,,1 (Out of 3 Floors),Resale,Ready to Move,0,"G-1 376 First Floor Daal Mill Road, Uttam Nagar, Delhi West, Uttam Nagar West, New Delhi - West, Delhi NCR",Unfurnished,Marble,,,₹55.5 Lac,3 
766,41500000,3,3,3,2,nan,2000,,,Ground (Out of 3 Floors),Resale,Ready to Move,0,"House no 17 Block Z Hauz Khas New Delhi, Hauz Khas, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,,₹4.15 Cr,3 
767,2200000,2,2,nan,1,nan,500,,RWA Subhash Park,1 (Out of 4 Floors),Resale,Ready to Move,0,"Uttam Nagar West, Uttam Nagar West, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,,₹22.0 Lac,2 
768,25000000,2,2,2,nan,nan,1250,,Kailash Apartments,2 (Out of 5 Floors),Resale,Ready to Move,0,"B26 Kailash Apartments, Greater Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.50 Cr,2 
769,5500000,3,3,2,nan,nan,741,,,1 (Out of 3 Floors),Resale,Ready to Move,0,"3A13, Sri Nagar Colony, Near Village Sindhora Kalan, Ashok Vihar Road, opposite Raju Chat Bhandar, near Dr. J.S.Monga c, Shree Nagar Colony, New Delhi, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹55.0 Lac,3 
770,33500000,3,3,3,1,nan,1600,,,Ground (Out of 7 Floors),Resale,Ready to Move,2,"Flat no. 003 Sarva Priya Apartment Sarvapriya Vihar New Delhi, Sarvapriya Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹3.35 Cr, 1900 Sq-ft  3 
771,4100000,2,2,2,1,1,850,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"S65, Third floor Sombazar sardarji paneerwale South Anarkali East Delhi 110051, Anarkali Colony South, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹41.0 Lac,2 
772,3500000,3,3,2,nan,1,59,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"Uttam Nagar, Sanjay Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut,₹35.0 Lac,3 
773,24000000,3,3,3,3,1,1500,Cooperative Group Housing Society,Lords Apartments,1 (Out of 10 Floors),Resale,Ready to Move,2,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Granite,24 Hours Available,No/Rare Powercut,₹2.40 Cr,3 
774,12500000,3,3,2,nan,nan,1000,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"Shalimar Bagh West Block CB, New Delhi - North, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.25 Cr, 1100 Sq-ft  3 
775,11000000,2,2,2,1,nan,1000,R.K.A. Ltd.,Vidya Vihar Apartment,4 (Out of 4 Floors),Resale,Ready to Move,0,"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,,₹1.10 Cr,2 
776,25000000,3,3,3,2,nan,1610,Cooperative Group Housing Society,State Bank Nagar,2 (Out of 3 Floors),Resale,Ready to Move,0,"house no 21, 2nd floor, state bank nagar, paschim vihar, new delhi-110085, Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,,₹2.50 Cr,3 
777,20000000,3,3,2,2,1,100,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"B5 Block  142 UG Floor  Paschim Vihar, Paschim Vihar Block B5, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,₹2.0 Cr,3 
778,2400000,2,2,nan,1,nan,46,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut,₹24.0 Lac,2 
779,10000000,2,2,2,nan,nan,900,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"House no 136 Vinobapuri Lajpat Nagar New Delhi, Lajpat Nagar, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,,₹1.0 Cr,2 
780,3200000,2,2,2,1,nan,53,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Mahavir Enclave Part 1, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹32.0 Lac, 68 Sq-yrd  2 
781,12000000,3,3,2,nan,1,970,Shantidoot Co Operative Group Housing Society Ltd.,Shantidoot Apartment,2 (Out of 4 Floors),Resale,Ready to Move,0,"Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut,₹1.20 Cr,3 
782,13500000,3,3,3,1,nan,1125,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"D Block 59 2nd floor, Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,₹1.35 Cr,3 
783,5500000,2,2,2,1,nan,390,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"House no. 1182 Arjun Nagar Kotla Mubarak Pur New Delhi, Kotla Mubarakpur, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,,₹55.0 Lac, 445 Sq-ft  2 
784,8500000,2,2,2,nan,nan,800,Cooperative Group Housing Society,Deluxe Apartment,1 (Out of 4 Floors),New Property,Ready to Move,0,"21 Deluxe Apartments Vasundhara Enclave New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Granite,,,₹85.0 Lac,2 
785,5100000,3,3,2,1,1,73,,Shubh Apartment,2 (Out of 4 Floors),Resale,Ready to Move,0,"RZF 904 13, FLAT no 103, LAL Bahadur Sastri Marg, Rajnagar Part 2, New Delhi 110077, Palam Colony, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹51.0 Lac,3 
786,5450000,3,3,2,1,nan,850,Cooperative Group Housing Society,Shivlok Apartment,3 (Out of 4 Floors),Resale,Ready to Move,0,"Dwarka Sector 6, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,"Vitrified, Ceramic Tiles, Marble",,,₹54.5 Lac,3 
787,4200000,2,2,2,1,nan,63,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"Old Mahavir Nagar, New Delhi - West, Delhi NCR",Unfurnished,Marble,,,₹42.0 Lac,2 
788,9000000,2,2,2,nan,1,900,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Shalimar bagh, New Delhi - North, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹90.0 Lac,2 
789,7000000,2,2,2,1,nan,950,,,2 (Out of 2 Floors),Resale,Ready to Move,0,"New Mahavir Nagar, New Delhi - West, Delhi NCR",Furnished,"Vitrified, Marble",12 Hours Available,No/Rare Powercut,₹70.0 Lac,2 
790,2800000,2,2,2,1,nan,550,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"balbir nagar shahdara, Balbir Nagar, New Delhi - East, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,,,₹28.0 Lac,2 
791,29000000,3,3,3,1,nan,1900,,,2 (Out of 5 Floors),Resale,Ready to Move,0,"House No 2 Sirifort Road New Delhi, Siri Fort Road, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.90 Cr, 2200 Sq-ft  3 
792,13000000,3,3,2,nan,3,1150,Delhi Development Authority DDA,DDA Flats Pocket 6,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Mayur Vihar 3, New Delhi - East, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.30 Cr,3 
793,3300000,2,2,2,1,1,651,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"House no 68 Block C Flat no. 102 Shiv Ganga Apartment Rajpur Khurd Extension New Delhi., Rajpur Khurd Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹33.0 Lac,2 
794,3200000,3,3,2,nan,1,79,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"vipin garden, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,"Wooden, Marble, Granite",24 Hours Available,No/Rare Powercut,₹32.0 Lac, 100 Sq-yrd  3 
795,3300000,2,2,2,1,nan,450,,,Ground (Out of 1 Floors),Resale,Ready to Move,0,"RZ-D 73 gali no 3 jai vihar najafgarh near Bala Ji Mandir 25 foot road magal bazar, Jai Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹33.0 Lac,2 
796,32500000,3,3,3,3,nan,1000,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"House no 252 Block E Greater Kailash 1 New Delhi, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹3.25 Cr,3 
797,18500000,3,3,2,nan,nan,1000,Cooperative Group Housing Society,Parvana Vihar,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.85 Cr,3 
798,22000000,3,3,2,2,nan,1600,,,2 (Out of 2 Floors),Resale,Ready to Move,0,"Jagriti enclave, Jagriti Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.20 Cr,3 
799,13500000,2,2,nan,1,nan,740,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Rail Vihar, Parwana Road, Pitampura, Pitampura, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble",,,₹1.35 Cr, 1160 Sq-ft  2 
800,5800000,3,3,2,1,nan,800,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"G2122 gali no 39 parking floors Near AAP MLA office Mahendra park Adarsh Nagar Delhi, Sanjay Nagar, New Delhi - North, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,,₹58.0 Lac,3 
801,18000000,3,3,3,nan,nan,1300,,,3 (Out of 5 Floors),Resale,Ready to Move,0,"BLOCK 3, SECOND FLOOR, OLD RAJENDRA NAGAR, NEW DELHI, Old Rajendra Nagar, New Delhi - Central, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.80 Cr,3 
802,11000000,2,2,2,nan,nan,900,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Geeta Colony, New Delhi - East, Delhi NCR",Unfurnished,,,,₹1.10 Cr,2 
803,2400000,2,2,nan,1,1,42,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"B Block, Vishwas Park, Uttam Nagar, New Delhi - West, Delhi NCR",Furnished,"Ceramic Tiles, Marble",,,₹24.0 Lac,2 
804,12500000,2,2,2,nan,nan,850,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"Dilshad Garden, New Delhi - East, Delhi NCR",Furnished,,,,₹1.25 Cr,2 
805,3200000,2,2,2,1,nan,59,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"Santosh Park, Uttam Nagar, Uttam Nagar East, New Delhi - West, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble, Granite",,,₹32.0 Lac,2 
806,6000000,2,2,2,nan,nan,630,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Sector 22 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,,24 Hours Available,,₹60.0 Lac,2 
807,30000000,3,3,3,4,nan,334,,,,Resale,Ready to Move,0,"A 22 a., Sat Bari, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble",,No/Rare Powercut,₹3.0 Cr,3 
808,22500000,3,3,3,2,1,1802,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"vikaspuri, Vikaspuri Block M, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.25 Cr,3 
809,2500000,2,2,2,nan,nan,400,,,1 (Out of 2 Floors),Resale,Ready to Move,0,"Hastsal, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹25.0 Lac,2 
810,5000000,3,3,2,1,nan,412,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"House no 261 A Block RZ Gali Number 19 Tughlakabad Extension New Delhi, Tughlakabad Extension, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹50.0 Lac, 675 Sq-ft  3 
811,95000000,3,3,4,3,nan,2000,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹9.50 Cr,3 
812,28000000,3,3,3,3,1,2100,,RWA Jasola,3 (Out of 3 Floors),Resale,Ready to Move,0,"pocket 2, Jasola, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut,₹2.80 Cr,3 
813,22500000,3,3,3,2,1,1200,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"c r park, south delhi, Chittaranjan Park Block B, New Delhi - South, Delhi NCR",Unfurnished,Marbonite,24 Hours Available,No/Rare Powercut,₹2.25 Cr,3 
814,35000000,3,3,3,3,1,167,,Vivek Appartments,2 (Out of 4 Floors),New Property,Ready to Move,0,"C Block., Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Ceramic Tiles, Marble, Granite, Marbonite",24 Hours Available,No/Rare Powercut,₹3.50 Cr,3 
815,55000000,3,3,4,3,nan,251,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"A-blocks, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹5.50 Cr,3 
816,10500000,2,2,2,nan,nan,1125,,,1 (Out of 3 Floors),Resale,Ready to Move,0,"g block, Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹1.05 Cr,2 
817,29000000,3,3,3,2,nan,1800,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹2.90 Cr,3 
818,35000000,3,3,3,2,nan,1450,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Q - 28, Rajouri Garden, Rajouri Garden, New Delhi - West, Delhi NCR",Semi-Furnished,,,,₹3.50 Cr,3 
819,14000000,3,3,2,nan,nan,900,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Tagore Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",,,₹1.40 Cr,3 
820,4500000,2,2,nan,1,nan,625,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,,,,₹45.0 Lac,2 
