,Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity,Price_Updated,BHK_2
0,60000000,3,3,3,nan,1,2300,DLF Ltd.,DLF One Midtown,,New Property,Under Construction,2,"Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹6.0 Cr,3
1,47500000,3,3,5,nan,2,2250,Indus Home,Luxury Builder Floor,,New Property,Ready to Move,0,"GK II, New Delhi - South, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut,₹4.75 Cr,3
2,45000000,3,3,4,nan,1,1872,Metro Buildtech,Premium Builder Floor,,New Property,Ready to Move,0,"GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Marble",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
3,17000000,3,3,2,4,1,1450,Cooperative Group Housing Society,Nishat Apartment,3 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 19, New Delhi, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.70 Cr,3
4,7500000,3,3,3,1,1,1350,Delhi Development Authority DDA,DDA Freedom Fighter Enclave,3 (Out of 5 Floors),New Property,Ready to Move,0,"Freedom Fighter Enclave Saket New Delhi, Saket, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut,₹75.0 Lac,3
5,19500000,3,3,3,4,1,1500,Cooperative Group Housing Society,Sarve Satyam Apartment,7 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 4, New Delhi, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.95 Cr,3
6,18500000,3,3,3,3,1,1350,Cooperative Group Housing Society,Elephanta Heights,6 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 10, New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.85 Cr,3
7,7500000,3,3,2,1,24,1100,Build Wick Realty,Build Wick Iconic Homes,3 (Out of 4 Floors),New Property,,0,"Chhattarpur ENCLAVE PHASE 2, Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Wooden",,,₹75.0 Lac,3
8,18900000,3,3,3,2,1,1600,Swati Construction,The Shabad Apartment,4 (Out of 10 Floors),Resale,Ready to Move,2,"sector 13 dwarka shabad apartment, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.89 Cr,3
9,3700000,2,2,2,1,nan,500,,,3 (Out of 4 Floors),New Property,Ready to Move,0,"rohini sector 23, Sector 23 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹37.0 Lac,2
10,40500000,3,3,3,3,nan,1650,,,3 (Out of 4 Floors),New Property,Ready to Move,0,"Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",Unfurnished,"Vitrified, Wooden, Granite, Marbonite",24 Hours Available,No/Rare Powercut,₹4.05 Cr,3
11,32500000,2,2,2,3,nan,1680,,,22 (Out of 30 Floors),New Property,,4,"15, Shivaji Marg, House Complex Market, Karampura Industrial Area, Zakhira, New Delhi, Delhi 110015, Karam Pura, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Wooden, Normal Tiles/Kotah Stone, Granite",12 Hours Available,No/Rare Powercut,₹3.25 Cr,2
12,24000000,3,3,2,1,1,1300,Cooperative Group Housing Society,Mayur Apartment,4 (Out of 7 Floors),New Property,Ready to Move,0,"Parvana Vihar, Pocket 53, Sector 9, Rohini, Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.40 Cr,3
13,24500000,3,3,3,3,1,1900,Cooperative Group Housing Society,Pragya Apartments,7 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 2, New Delhi, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.45 Cr,3
14,7500000,3,3,3,nan,nan,1500,,,2 (Out of 2 Floors),New Property,Ready to Move,0,"Kishangarh, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹75.0 Lac,3
15,8000000,2,2,2,1,1,600,Delhi Development Authority DDA,DDA Flats Sector-19,4 (Out of 4 Floors),New Property,,0,"Dda builder floor sector 19., Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut,₹80.0 Lac,2
16,32000000,2,2,2,2,nan,1180,DLF Ltd.,DLF One Midtown,7 (Out of 39 Floors),New Property,,0,"Moti Nagar, New Delhi - West, Delhi NCR",Furnished,"Wooden, Marble",,,₹3.20 Cr,2
17,21000000,3,3,2,3,1,1750,,Orchid Valley Apartment,9 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 19, New Delhi., Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marbonite, Mosaic",24 Hours Available,No/Rare Powercut,₹2.10 Cr,3
18,2750000,2,2,2,1,1,450,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"House no., Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹27.5 Lac,2
19,6150000,3,3,2,1,1,1125,,Luxury Floors by Mark Developers,1 (Out of 5 Floors),New Property,Ready to Move,0,"Chattarpur, Chattarpur Extension, New Delhi - South, Delhi NCR",Unfurnished,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite",24 Hours Available,No/Rare Powercut,₹61.5 Lac,3
20,18300000,3,3,2,2,1,1600,,Progressive Apartment,2 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 3, New Delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹1.83 Cr,3
21,11500000,2,2,2,1,nan,1000,Delhi Development Authority DDA,DDA Surabhi Apartment,1 (Out of 3 Floors),Resale,Ready to Move,0,"Dwarka Sector  New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.15 Cr,2
22,22000000,3,3,4,4,1,1760,Cooperative Group Housing Society,New Millenium Apartment,2 (Out of 7 Floors),Resale,Ready to Move,2,"Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Mosaic, Marble",24 Hours Available,No/Rare Powercut,₹2.20 Cr,3
23,16200000,3,3,2,3,1,1800,Delhi Development Authority DDA,DDA Flats Sarita Vihar,1 (Out of 4 Floors),Resale,Ready to Move,0,"Sarita vihar C block, Sarita Vihar, New Delhi - South, Delhi NCR",Unfurnished,"Wooden, Marble, Granite",24 Hours Available,No/Rare Powercut,₹1.62 Cr,3
24,30000000,3,3,3,nan,nan,1750,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Punjabi Bagh, Punjabi Bagh, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹3.0 Cr,3
25,12000000,3,3,2,1,1,1000,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"sector 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut,₹1.20 Cr,3
26,4450000,3,3,2,nan,1,720,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut,₹44.5 Lac,3
27,24700000,3,3,3,3,1,1850,Cooperative Group Housing Society,Pragya Apartments,1 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 2, New Delhi, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.47 Cr,3
28,30000000,3,3,3,2,1,1350,,,4 (Out of 4 Floors),New Property,,0,"b1, Janakpuri, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹3.0 Cr,3
29,4000000,3,3,2,1,nan,75,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam Nagar New Delhi, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",,,₹40.0 Lac,3
30,3000000,2,2,2,1,1,500,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"RZ - 154 Santosh Park Nirankari Bhawan Uttam Nagar, Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹30.0 Lac,2
31,13900000,2,2,2,nan,1,1000,Cooperative Group Housing Society,Great India Apartment,5 (Out of 7 Floors),Resale,Ready to Move,2,"Dwarka Sector 6, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.39 Cr,2
32,9300000,3,3,2,1,1,950,,,4 (Out of 4 Floors),New Property,Ready to Move,0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹93.0 Lac,3
33,7500000,3,3,2,1,1,1150,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"A1. Zara Farm. Hargobind Enclave Chhattarpur., Chattarpur Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Vitrified",24 Hours Available,No/Rare Powercut,₹75.0 Lac,3
34,37500000,2,2,2,1,nan,1732,DLF Ltd.,DLF One Midtown,39 (Out of 39 Floors),New Property,,2,"15, Shivaji Marg, House Complex Market, Karampura Industrial Area, Zakhira, New Delhi, Delhi 110015, Moti Nagar, New Delhi - West, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹3.75 Cr,2
35,12800000,2,2,2,nan,1,1300,Cooperative Group Housing Society,Bank Apartments,8 (Out of 8 Floors),Resale,Ready to Move,2,"A1 TO A23, Rd No 202, Sector 4, Dwarka, Delhi, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.28 Cr,2
36,53200000,3,3,3,3,2,2206,TARC The Anant Raj Corporation,TARC Tripundra,3 (Out of 3 Floors),New Property,,2,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹5.32 Cr,3
37,21000000,3,3,3,2,1,1250,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Paschim Vihar Block A2, New Delhi - West, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut,₹2.10 Cr,3
38,31500000,3,3,3,2,nan,1650,,Rwa GK 1,2 (Out of 4 Floors),Resale,Ready to Move,0,"greater kailash 1, GK I, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Marbonite",,,₹3.15 Cr,3
39,17400000,3,3,2,1,nan,1500,,,Ground (Out of 7 Floors),Resale,Ready to Move,0,"sector 7 Dwarka, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.74 Cr,3
40,21000000,3,3,3,4,1,1620,Cooperative Group Housing Society,NTPC Apartment,2 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 19 New Delhi, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.10 Cr,3
41,48500000,3,3,3,3,2,222,Cooperative Group Housing Society,New Friends Colony Floors,3 (Out of 4 Floors),Resale,Ready to Move,0,"New Friends Colony, New Friends Colony, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹4.85 Cr,3
42,18700000,3,3,3,4,1,1450,Cooperative Group Housing Society,Satyam Apartment,2 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 18A, New Delhi, Sector 18A Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹1.87 Cr,3
43,2450000,2,2,2,1,1,620,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"new delhi, Dwarka Mor, New Delhi - West, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹24.5 Lac,2
44,19500000,3,3,2,3,2,1600,Cooperative Group Housing Society,Green Heavens Apartment,6 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.95 Cr,3
45,17300000,3,3,3,1,nan,1600,Delhi Development Authority DDA,DDA Flats Sarita Vihar,Ground (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹1.73 Cr,3
46,19200000,3,3,3,2,1,1600,,,7 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 12, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹1.92 Cr,3
47,15900000,3,3,2,2,nan,1050,Delhi Development Authority DDA,DDA Flats Munirka,Ground (Out of 3 Floors),Resale,Ready to Move,0,"DDA flats Munirka, Munirka, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹1.59 Cr,3
48,2250000,2,2,2,nan,1,520,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam Nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut,₹22.5 Lac,2
49,11100000,2,2,2,nan,nan,1100,Delhi Development Authority DDA,Suryodaya Apartment DDA Flats Pocket 8,1 (Out of 3 Floors),Resale,Ready to Move,0,"Dwarka Sector 12, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.11 Cr,2
50,17500000,3,3,3,3,1,1650,Cooperative Group Housing Society,Aastha Kunj,8 (Out of 8 Floors),Resale,Ready to Move,2,"Sector 3 Dwarka, Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.75 Cr,3
51,20000000,3,3,3,1,1,1700,Cooperative Group Housing Society,Kunj Vihar Apartment,9 (Out of 10 Floors),Resale,Ready to Move,2,"Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.0 Cr,3
52,3000000,2,2,2,1,nan,63,,,4 (Out of 4 Floors),New Property,Ready to Move,0,"Govindpuri New Delhi, Govindpuri Main, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹30.0 Lac,2
53,18500000,3,3,2,1,nan,1300,Cooperative Group Housing Society,Kailash Milan Vihar CGHS,1 (Out of 7 Floors),Resale,Ready to Move,0,"Indraprastha Extension, New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,,,,₹1.85 Cr,3
54,19000000,3,3,3,1,nan,1200,Delhi Development Authority DDA,DDA Ekta Apartment,Ground (Out of 3 Floors),New Property,Ready to Move,0,"Saket, New Delhi - South, Delhi NCR",Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.90 Cr,3
55,23000000,3,3,3,3,1,1700,Cooperative Group Housing Society,Janaksar Apartment,3 (Out of 10 Floors),Resale,Ready to Move,2,"sector 18 dwarka, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Granite,24 Hours Available,No/Rare Powercut,₹2.30 Cr,3
56,2100000,2,2,2,1,nan,530,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"dwarka mor, Dwarka Mor, New Delhi - West, Delhi NCR",Unfurnished,,,,₹21.0 Lac,2
57,45000000,3,3,3,2,2,1800,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Green Park, Green Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
58,45000000,3,3,3,2,nan,1550,,,1 (Out of 5 Floors),New Property,Ready to Move,0,"New Delhi, Green Park, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Granite",,,₹4.50 Cr,3
59,22500000,3,3,3,3,1,1600,Cooperative Group Housing Society,Kanak Durga Apartment,2 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 12, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.25 Cr,3
60,18500000,3,3,2,3,nan,1650,Cooperative Group Housing Society,Aastha Kunj,2 (Out of 7 Floors),Resale,Ready to Move,0,"Dwarka, Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,,₹1.85 Cr,3
61,19200000,3,3,3,1,1,1700,Cooperative Group Housing Society,Shri Agrasen Apartment,5 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.92 Cr,3
62,17500000,3,3,2,3,nan,1550,Cooperative Group Housing Society,Great India Apartment,3 (Out of 5 Floors),Resale,Ready to Move,0,"Dwarka Sector 6, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,,₹1.75 Cr,3
63,22000000,3,3,3,3,nan,1800,,Rama Krishna Apartments,Ground (Out of 9 Floors),Resale,Ready to Move,0,"Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,,₹2.20 Cr,3
64,13200000,2,2,2,nan,nan,1200,Delhi Development Authority DDA,DDA Flats Sarita Vihar,3 (Out of 3 Floors),Resale,Ready to Move,0,"Sarita Vihar, New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.32 Cr,2
65,45000000,3,3,3,2,1,1900,Cooperative Group Housing Society,RWA Flats,1 (Out of 4 Floors),New Property,Ready to Move,0,"Saket, D Block-Saket, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Normal Tiles/Kotah Stone, Vitrified",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
66,20500000,3,3,3,4,1,1700,Cooperative Group Housing Society,NPSC Apartment,8 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 2, New Delhi, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹2.05 Cr,3
67,45000000,3,3,3,1,1,1900,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Greater Kailash 2 new delhi., GK II, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Marbonite",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
68,5500000,3,3,2,1,nan,100,,,1 (Out of 5 Floors),New Property,Ready to Move,0,"Chattarpur near Zara farm, Chattarpur Extension, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,,,₹55.0 Lac,3
69,42500000,3,3,3,2,nan,1800,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"GK I, New Delhi - South, Delhi NCR",Unfurnished,"Wooden, Ceramic Tiles, Marble, Granite",,,₹4.25 Cr,3
70,11700000,2,2,2,1,nan,1150,,Dwarka Dheesh Apts Sfs Flats,1 (Out of 3 Floors),Resale,Ready to Move,0,"Pocket 2, Sector 12 Dwarka, Dwarka, Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.17 Cr,2
71,14000000,3,3,2,nan,nan,1400,Cooperative Group Housing Society,Rajasthan Apartment,6 (Out of 8 Floors),Resale,Ready to Move,0,"Rajasthan Apartment Plotno.36 sector 4 DWarka New Delhi 110078, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,,,₹1.40 Cr,3
72,31500000,3,3,2,1,nan,1950,Delhi Development Authority DDA,DDA Flats Vasant Kunj,Ground (Out of 3 Floors),Resale,Ready to Move,0,"Vasant Kunj, New Delhi, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹3.15 Cr,3
73,19500000,3,3,2,3,1,1600,Cooperative Group Housing Society,CGHS Crescent Apartments,4 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 18, New Delhi, Sector 18A Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹1.95 Cr,3
74,16000000,3,3,2,2,nan,1500,Delhi Development Authority DDA,DDA Metro View Apartments,Ground (Out of 3 Floors),Resale,Ready to Move,0,"Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.60 Cr,3
75,23500000,3,3,4,3,nan,1750,,Harmony Appointment,6 (Out of 9 Floors),Resale,Ready to Move,0,"dwarka sector 23, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,,₹2.35 Cr,3
76,2500000,2,2,2,nan,nan,540,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"dwarka mor, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,,,,₹25.0 Lac,2
77,16400000,3,3,2,3,nan,1500,Cooperative Group Housing Society,Azad Hind Apartments,6 (Out of 10 Floors),Resale,Ready to Move,2,"Flat no. 561, Sector 9 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.64 Cr,3
78,17500000,3,3,3,4,nan,1570,Cooperative Group Housing Society,Classic Apartment,5 (Out of 7 Floors),Resale,Ready to Move,0,"sector 22 dwarka classic Appartment, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,,₹1.75 Cr,3
79,11000000,2,2,2,nan,nan,720,,,Ground (Out of 3 Floors),Resale,Ready to Move,0,"Janakpuri, New Delhi - West, Delhi NCR",Furnished,"Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.10 Cr,2
80,41000000,3,3,3,3,2,2000,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Newly Beautiful Park Facing First Floor With Lift, Stilt Car Parking, Panchsheel Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹4.10 Cr,3
81,3300000,2,2,2,1,nan,550,Star Homes,Star Homes,2 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam Nagar, New Delhi., Uttam Nagar, New Delhi - West, Delhi NCR",Furnished,"Vitrified, Ceramic Tiles",24 Hours Available,No/Rare Powercut,₹33.0 Lac,2
82,27000000,3,3,3,3,2,1300,DLF Ltd.,DLF Capital Greens 1 and 2,15 (Out of 28 Floors),Resale,Ready to Move,4,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut,₹2.70 Cr,3
83,2400000,2,2,2,1,1,650,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, Uttam Nagar West, New Delhi - West, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹24.0 Lac,2
84,13000000,3,3,2,1,1,1050,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"a60, Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.30 Cr,3
85,42500000,3,3,3,3,2,1800,TARC The Anant Raj Corporation,TARC Tripundra,3 (Out of 10 Floors),New Property,,2,"Bijwasan Road, Near St. Froebell Senior Secondary School, Bijwasan, New Delhi - 110063, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹4.25 Cr,3
86,75000000,3,3,3,3,2,2000,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"Ultra Luxury Brand New Basment And Ground Floor With Lift, seprate Gate 3 Car Parking, wide Road, Safdarjung Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹7.50 Cr,3
87,50000000,3,3,3,1,2,1800,DLF Ltd.,DLF One Midtown,20 (Out of 40 Floors),New Property,,2,"Moti Nagar, Shivaji Marg, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut,₹5.0 Cr,3
88,30000000,2,2,2,nan,nan,1512,Godrej Properties,Godrej South Estate,,New Property,Under Construction,0,"Okhla, New Delhi - South, Delhi NCR",Unfurnished,,24 Hours Available,No/Rare Powercut,₹3.0 Cr,2
89,49900000,3,3,3,3,2,1678,TARC The Anant Raj Corporation,TARC Tripundra,3 (Out of 3 Floors),New Property,,3,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹4.99 Cr,3
90,64400000,3,3,3,2,2,2300,DLF Ltd.,DLF One Midtown,26 (Out of 30 Floors),New Property,,4,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹6.44 Cr,3
91,60000000,3,3,4,4,2,2250,Risland India,Risland Sky Mansion,18 (Out of 25 Floors),New Property,,3,"SSN Marg, Sat Bari Chattarpur, New Delhi, Delhi 110074, Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹6.0 Cr,3
92,50000000,3,3,3,3,2,174,,,1 (Out of 3 Floors),New Property,Ready to Move,0,"Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹5.0 Cr,3
